,song_name,song_uri,album,album_uri,artist,artist_uri,release_date,popularity,duration_ms
13,YOU DO _OUTRO,spotify:track:7BB3vubFA93s3lOr6Pid61,COUP D'ETAT [+ ONE OF A KIND & HEARTBREAKER],spotify:album:1mVPbaMZGsPh5gzhvO6BBX,G-DRAGON,spotify:artist:30b9WulBM8sFuBo17nNq9c,2013-11-27,9,160026
14,Skull Island,spotify:track:2aC6NFdkVwblVgIIl1LvND,Excision 2015 Mix Compilation,spotify:album:4k7uM9GitAVXXeGYyHcPdz,Excision,spotify:artist:5FKchcZpQOkqFvXBj1aCvb,2015-09-15,9,259928
15,"1, 2, 3, 4",spotify:track:2SfUyVfBg3XIsRxZSP41f7,1.2.3.4,spotify:album:38q5fFOBE33FKoJUOZfC0Z,LeeHi,spotify:artist:7cVZApDoQZpS447nHTsNqu,2018-06-27,9,214273
16,Before the Sunset,spotify:track:1EzfapL0krLyoIxezUU3A6,"Mad Dog, Pt. 1 (Original Television Soundtrack)",spotify:album:6Zw40UVaZ6CDtTFLqoIDEe,Eric Nam,spotify:artist:2FLqlgckDKdmpBrvLAT5BM,2017-10-12,43,189905
17,사랑합니다,spotify:track:20tw8khOaoSrt1NFgeit9s,조영수 All Star 2.5,spotify:album:4NOKqwYDL5ND9X54eHHyyW,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,2010-03-04,20,223294
18,Done For Me,spotify:track:0UEufwQxHpf7Y9XE33uSNr,Hotel Del Luna OST,spotify:album:6jOiKCuuIzOVBBQjLaaWKV,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,2019-08-31,32,231555
19,Who Let The Dogs Out,spotify:track:4Mcp0Lz94NVxfbqoDKy1jr,Capodanno 2020 Canzoni per bambini,spotify:album:5PK7Eg4zRwVrrtd0tGFjFZ,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,2020-12-18,1,198400
20,Turn around,spotify:track:7cVU019yN3TqASj0NApAA5,Show Me the Money 6 Special,spotify:album:1o6BagCie7sU03FJELAlM0,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,2017-09-16,3,233139
21,Garupa,spotify:track:3q62kw2ra9Rigb4YQmvIDU,Hits Tik Tock,spotify:album:7aZrVJJRyQAm5CiE8g7prh,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,2020-08-26,0,128067
22,Campione 2000 - Radio Version,spotify:track:5tgnaIFccdxOorfxRx0pK7,Sommarhits retro,spotify:album:2vQUIhlV4UgK2QFxKZ9cUI,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,2020-07-24,1,212120
23,PLAY,spotify:track:1SdLedoEjrMRu5AnvK2EYk,PLAY,spotify:album:7tzaUrzvzQGfqvzsYzSODr,CHUNG HA,spotify:artist:2PSJ6YriU7JsFucxACpU7Y,2020-07-06,69,199524
24,Tschu Tschu wah - Die Eisenbahn,spotify:track:6YguiIMbs37L2fJFg3qr7K,Mini Disco Hits - Die beliebtesten Partylieder für Kinder,spotify:album:1KXXkvWq1K8QnFmucr31mT,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,2020-04-10,15,189533
25,Ooh Ooh (Inst.),spotify:track:0HrA48QdPLJmSvbEqOTWGY,Ooh Ooh,spotify:album:4AFxO6gMtKC8O1ksxjFncV,Eric Nam,spotify:artist:2FLqlgckDKdmpBrvLAT5BM,2014-04-08,7,195273
26,Kiss and Make Up,spotify:track:10O3uZ1Qt5pXpxnbrnWCLV,Kids Party,spotify:album:5vFMpCfTy6V4Fy9Nu95t0Z,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,2019-12-13,13,190560
27,Adulthood,spotify:track:4MvPLt96ErbrqINiCpOwJ6,TOUCHIN',spotify:album:08FjoakLYgsyA4NzfVPWke,KANG DANIEL,spotify:artist:5vGoWnZO65NBgiZYBmi3iW,2019-11-25,35,185386
28,WHISTLE - Acoustic Ver.,spotify:track:60Z8ni1FA5lNhGhhDsiiCL,Re: BLACKPINK,spotify:album:2Gz6UbNiSL1caVQBpExJ5x,BLACKPINK,spotify:artist:41MozSoPIsD1dJM0CLPjZF,2018-03-28,20,213066
29,Fantastic Baby - Live,spotify:track:1OA8L2bOrcSHQV0ctFhoGb,2013 BIGBANG Alive Galaxy Tour - The Final In Seoul,spotify:album:3v9xUVrRjLfLrID0iRXoxp,BIGBANG,spotify:artist:4Kxlr1PRlDKEB0ekOCyHgX,2013-05-30,12,243622
30,Young & One,spotify:track:0OiddgOQrcQ21cY8FGlpmD,ONE,spotify:album:3OTb2OdIb20jHUhttAQPul,(G)I-DLE,spotify:artist:2AfmfGFbe0A0WsTYm0SDTx,2018-06-17,37,232049
31,Trampertøsen,spotify:track:1YWJCgpfFDruycLblqfpCp,Fest sange - Festen 2020 - Festmusik,spotify:album:3fr2ib4D2wNLz0uUlKqzNq,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,2020-06-05,0,163790
32,I'm Not A Boy Not Yet A Man,spotify:track:5VE2Vk8VEDVIREPyA6N0tO,Best Of K-Pop Stars,spotify:album:7yF7LfFpLPWiGEWr8l6H38,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,2020-09-10,1,231880
33,Tillfälligheter,spotify:track:4RTMqj9jYBimzJldvjbSFZ,Beach Party!,spotify:album:0yyLR7lTfeRc3lXAFTGzOt,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,2020-07-24,0,226377
34,Only One,spotify:track:0Nq0RlwahjmpUBNzn8SBsc,Stylish…,spotify:album:2uTwUONoLUhlpM6r324B2b,Lee Hyori,spotify:artist:4FjoOJAndC0s9ZJUo6VGc5,2003-08-13,11,233209
35,STRONG BABY,spotify:track:47lUJfz42VeR15cmcXBOZZ,LET'S TALK ABOUT LOVE,spotify:album:7GpuMBqtiCK67GHxsoJTNO,V.I,spotify:artist:0boGn8zBcxCZIT8N4wNpjD,2013-10-09,21,224226
36,Pompeii,spotify:track:5w9dNuMrOGY78u8NYmOUrq,Hits Tik Tock,spotify:album:7aZrVJJRyQAm5CiE8g7prh,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,2020-08-26,7,213626
37,I’m sorry,spotify:track:7foTlQj81Z7Ckz9o4tU9yF,"JONGHYUN The Collection ""Story Op.1""",spotify:album:6tYoidZViVVzSXG4jKEmNd,JONGHYUN,spotify:artist:5rGgflnIpRNizTCozbYBuY,2015-09-17,44,251309
38,Just Me And You,spotify:track:1Dgepi6GzDjCvcnd2p1OAy,Never Gonna Dance Again : Act 1 - The 3rd Album,spotify:album:6YfGgOaUnhs0A9brMqjpHf,TAEMIN,spotify:artist:13rF01aOogvnkuQXOlgTW8,2020-09-07,50,213720
39,DDU-DU DDU-DU (Remix Version) [Live],spotify:track:1gGU3FKR2pXcYpaLb4fAVn,'BLACKPINK 2018 TOUR 'IN YOUR AREA' SEOUL - Live,spotify:album:08ou14V2A0NWpvq7QkUWbM,BLACKPINK,spotify:artist:41MozSoPIsD1dJM0CLPjZF,2019-08-30,37,207169
40,Waves (feat. Simon Dominic & Jamie),spotify:track:6fXesHsuCFf80vYzDP26J5,Waves (feat. Simon Dominic & Jamie),spotify:album:5ZwfFVBuxVS2lbbDR8vtDk,KANG DANIEL,spotify:artist:5vGoWnZO65NBgiZYBmi3iW,2020-07-27,59,164920
41,Leef,spotify:track:3A5KsSqd5KJfbQMmgh0RAX,Foute Party,spotify:album:1OxyWztYv8bUoraS8dy9LE,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,2020-06-05,14,218746
42,Connection - English Version,spotify:track:5Tqnb5WsXWCRAVcu0bC7QV,Solar International,spotify:album:42BVvYE1FLO8mQH0ZJn4de,TAEYANG,spotify:artist:6udveWUgX4vu75FF0DTrXV,2010-08-19,20,212053
43,HYENA OPENING TITLE,spotify:track:3LoQQpu7FerQzmiQuCXRN1,HYENA (Original Television Soundtrack),spotify:album:1ps9C9hsH6eT2W46d9r68D,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,2020-04-11,5,171791
44,It Hurts (Slow) - Live,spotify:track:2e1vQewkVxJN3Vit5UXIzb,15th Anniversary 2011 YG Family Concert,spotify:album:4TPdXuoEHpsNEjCpNNpNQ5,YG Family,spotify:artist:0XHtRkNPlsL3sUB1w5mDmh,2012-04-18,6,177520
45,Discovery of Wow - Intro,spotify:track:1Nhx7vu4AJeAzfrxiV0oLJ,FUTURE IS WOW,spotify:album:0fRdk1Nj95uK2JhTbCcwww,m-flo,spotify:artist:4UhiMIdxKqQxmzdE9nYe6O,2014-03-26,3,48893
46,Scream & Shout,spotify:track:5mOIaO8XlOyOs5eDq8qqzC,Silvester,spotify:album:3TaPAyWNKe0hmjDXeKzjup,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,2020-11-06,22,285320
47,Roses Are Red - Original Version,spotify:track:2d4J6BFeFY0mzMQWFybZV4,Nytår 2021 - Party Klassikere Til Nytårs Festen,spotify:album:4ZFVo1xcwlAFa2WaQFE9fr,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,2020-12-29,3,224213
48,Lean on me,spotify:track:4nLdQYb7mi5u50hOnHnqzI,Hotel Del Luna OST,spotify:album:6jOiKCuuIzOVBBQjLaaWKV,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,2019-08-31,30,210800
49,あ・ぜ・ちょ! - BIGBANG JAPAN DOME TOUR 2017 -LAST DANCE- : THE FINAL,spotify:track:2e1B8It187VDZajJB0JO0h,BIGBANG JAPAN DOME TOUR 2017 -LAST DANCE- : THE FINAL,spotify:album:5rnN2OpG9EzVaGgpzrkyzH,BIGBANG,spotify:artist:4Kxlr1PRlDKEB0ekOCyHgX,2018-08-17,12,296346
50,Ben,spotify:track:4BvIXAxscr2tUkzsOcWNQq,NYTÅR 2021 - De Største Hits Og Fest Sange Til Nytårs Aften,spotify:album:7vztsJziYCCMbd41isT8hH,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,2020-12-30,31,176129
51,You Don't Know Me - Radio Edit,spotify:track:5mbf3ooYTkGmkpfBPrtEeV,New Years Eve,spotify:album:2gGPVd2BLokShvNfKSrXgd,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,2020-10-16,17,213946
52,Baby Baby - Japanese Version,spotify:track:0DQ8eRAcGG1iUIdqk6RFhq,THE BEST OF BIGBANG 2006-2014,spotify:album:1JwbdXLKJVffgSW95WcTUp,BIGBANG,spotify:artist:4Kxlr1PRlDKEB0ekOCyHgX,2014-11-26,36,233400
53,Planos Impossíveis,spotify:track:2cMjvhne3kdzldKAaspLEP,Hits da Internet,spotify:album:4m1mjqzwQxx9WqqUxYYFfZ,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,2020-08-26,0,244939
54,Blackjack,spotify:track:0WuZudt3W35M2UatL3uxYU,Baramibunda OST,spotify:album:1Zkq22OjPea6W7DhNfwjYC,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,2013-05-16,13,213185
55,She - Comic Story,spotify:track:2D1fwO157aGHVValJAMVdn,The birth of the beauty 미녀의 탄생 (Original Television Soundtrack),spotify:album:7DuSs9oSNcdfaYuQrPodFI,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,2015-01-09,0,79604
56,"SO HOT - THEBLACKLABEL REMIX BLACKPINK ARENA TOUR 2018 ""SPECIAL FINAL IN KYOCERA DOME OSAKA""",spotify:track:1fMXWEkJpIH483OrKn1zFV,"BLACKPINK ARENA TOUR 2018 ""SPECIAL FINAL IN KYOCERA DOME OSAKA""",spotify:album:1dH4B2bWb5Ys7aszi9KWHA,BLACKPINK,spotify:artist:41MozSoPIsD1dJM0CLPjZF,2019-03-13,67,144166
57,Butting on the Glass,spotify:track:29e14gzxas5r6mLgFQseZv,Dog,spotify:album:3jN7Mwt4ZI5KoeD4fASuB7,Kim Ximya,spotify:artist:2tB3jPHyyfcxvvor2flc1Q,2020-11-30,18,137023
58,한 뼘의 성장,spotify:track:0Q9BwxuxapI6IeNlb3sOH6,You're All Surrounded,spotify:album:05URezu2fbJJeyDqOrQIA4,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,2014-07-10,0,232060
59,난 아직 모르잖아요,spotify:track:4U6n1nn7o0Jau7SbUpwwNB,음악여행 예스터데이 6회,spotify:album:5SCmisTAERHFmeGR4hK5sh,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,2014-03-24,2,246610
60,Costa Del Sol - Gabor Deutsch Radio Edit,spotify:track:37vqiuIEsxrAeiPLzBm17a,Miami 2014 Anthems: Deep House,spotify:album:39gfai9OE9678P4uQ9RuXp,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,2014-03-28,0,170000
61,High Hopes,spotify:track:4vUkT6pDZ3tmQKtQNMSCI0,Kids Party,spotify:album:5vFMpCfTy6V4Fy9Nu95t0Z,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,2019-12-13,7,192133
62,I Won't Let The Sun Go Down On Me,spotify:track:4RFnyelCVpqfLbp7ude6CR,Sommarhits retro,spotify:album:2vQUIhlV4UgK2QFxKZ9cUI,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,2020-07-24,0,200386
63,Stay,spotify:track:0m5YX4aetEHdI3eNNWbKc3,Hits da Internet,spotify:album:4m1mjqzwQxx9WqqUxYYFfZ,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,2020-08-26,7,211293
64,T.O,spotify:track:2JznJthVyRzzCLIkpW8ixy,Show Me the Money 6 Special,spotify:album:1o6BagCie7sU03FJELAlM0,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,2017-09-16,17,262413
65,IT HURTS - 2012 NEW EVOLUTION in Japan ver.,spotify:track:1lzyVEwyh0LaKtQqRGPWAB,2NE1 2012 1st Global Tour - NEW EVOLUTION in Japan,spotify:album:6R0O0lCXh70X4uQXIjCLII,2NE1,spotify:artist:1l0mKo96Jh9HVYONcRl3Yp,2013-03-13,11,294427
66,"LET GO - KR <LIVE>(JAPAN TOUR ""RISE"" 2014)",spotify:track:12EQnOZG6Ne1p2RERk8mbP,"SOL JAPAN TOUR ""RISE"" 2014",spotify:album:1S2TCXLU8QYB8fOP0JtLov,TAEYANG,spotify:artist:6udveWUgX4vu75FF0DTrXV,2015-01-28,12,224257
67,Faint,spotify:track:2PtDgbU4O0wR5dGAaqy6Nr,Three Leaf Clover,spotify:album:7w8UHw0a8V6uNHCEZYwMAV,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,2005-02-07,0,241707
68,Love Yourself,spotify:track:5EcmSX3iRyxM1yFzdwPmse,It’s okay to be sensitive 2 OST Part.1,spotify:album:6SUOe1xLoxcshNbsknLnxL,Eric Nam,spotify:artist:2FLqlgckDKdmpBrvLAT5BM,2019-02-06,29,175921
69,hot girl bummer,spotify:track:23mWtzcO7Z6JJmM8Vs6oMy,Besten Hits 2020,spotify:album:7IjtsGMc2cVfMojvM39Vke,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,2020-10-08,21,188343
70,Girls On TOP,spotify:track:444FaezMXrcyj2zhRY9OKF,SBS K팝 스타 시즌2 TOP 10 - 1회,spotify:album:2uqBYuTBNUTzkMti3xtDmC,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,2013-02-17,1,186632
71,MOVE,spotify:track:6HScPyi8Vxq4vaKEbge5c1,Show Me the Money 6 Special,spotify:album:1o6BagCie7sU03FJELAlM0,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,2017-09-16,7,236372
72,It's Alright,spotify:track:3dVlzPy7XLyn47LCGOUZFC,City Hunter In Seoul Original Sound Track,spotify:album:2kvm3lHfTZM7pVpgkpqAhh,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,2012-04-11,14,227313
73,WHAT CAN I DO - BIGBANG JAPAN DOME TOUR 2013〜2014,spotify:track:1yaKnsMhFREbo7tU6UHOYe,BIGBANG JAPAN DOME TOUR 2013〜2014,spotify:album:56IQipLniHLUdWVZ0kl32s,BIGBANG,spotify:artist:4Kxlr1PRlDKEB0ekOCyHgX,2014-03-19,9,184080
74,CROOKED - 2015 BIGBANG WORLD TOUR [MADE] IN SEOUL VER.,spotify:track:7LNepTkMSf63IUM3wTuBiR,2015 BIGBANG WORLD TOUR [MADE] IN SEOUL,spotify:album:4cOaaSyFWhNHC2WpyyEYIi,BIGBANG,spotify:artist:4Kxlr1PRlDKEB0ekOCyHgX,2016-02-03,3,294813
75,This Is Not A Love Song,spotify:track:0Fkod9SKPSHKQM2UtSH02Y,Honestly,spotify:album:3VJ491AjnQygF0lcuiRD5D,Eric Nam,spotify:artist:2FLqlgckDKdmpBrvLAT5BM,2018-04-11,47,210116
76,도시인,spotify:track:7KejIluBaqE2am34YXowde,No. 18,spotify:album:0y1oIfGo1T3NoHuC7lY8Rg,PSY,spotify:artist:2dd5mrQZvg6SmahdgVKDzh,2005-07-23,6,276640
77,"Never Leave You (Uh Oooh, Uh Oooh)",spotify:track:7C6fSrMllZtWRkCaUwefU7,Number 1 Hits,spotify:album:2i0Ixo7ec6DhWrQMbi6PwJ,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,2020-09-11,1,184706
78,Milk & Honey - Radio Edit,spotify:track:6EngjnsI5GliqtD1VZt1Lk,Música Eletrônica Hits,spotify:album:159r1I7tT022S8x3UD9tpv,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,2020-04-10,3,194695
79,Crazy Over You,spotify:track:4yOqfpzmL4FvmXJTUgAMUP,THE ALBUM,spotify:album:5jI79QM3CJiSELceqwVe78,BLACKPINK,spotify:artist:41MozSoPIsD1dJM0CLPjZF,2020-10-02,54,161945
80,X,spotify:track:3uCzfBFBNh6WTzUMCk2wwG,Turbo - Reboot : The Best,spotify:album:1JPqPWosww3OEkcZznuuSt,TURBO,spotify:artist:3aboSJaljyYlTRXt7pEH0G,2015-11-24,7,266541
81,BAE BAE - BIGBANG JAPAN DOME TOUR 2017 -LAST DANCE- : THE FINAL,spotify:track:4ByWhsiixtqtSizWlPcPB3,BIGBANG JAPAN DOME TOUR 2017 -LAST DANCE- : THE FINAL,spotify:album:2eIjByPSAvov7cdnzpohZB,BIGBANG,spotify:artist:4Kxlr1PRlDKEB0ekOCyHgX,2018-08-17,22,122706
82,Count Down & Happy New Year,spotify:track:1Zw18bJKaclhNdfFkUHaR2,Dance Pt.y With Turbo,spotify:album:7Dp9kTBQWZYwaFRSm3eeE9,TURBO,spotify:artist:3aboSJaljyYlTRXt7pEH0G,1997-11-29,1,103601
83,Moves Like Jagger - Studio Recording From The Voice Performance,spotify:track:1nEMXzJSwkwL8btV1dP7MC,Sommarhits retro,spotify:album:2vQUIhlV4UgK2QFxKZ9cUI,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,2020-07-24,2,202466
84,Say you love me Vicc Beat Version,spotify:track:58YXqjY5i9wmZrgpRzGgzX,Together Forever Vol. 1,spotify:album:18GvXb9JVpiUVzh6848Blb,G.NA,spotify:artist:3hzcooxMtbApMTvvn6XKVA,2015-11-30,10,183379
85,"SEE U LATER - BLACKPINK ARENA TOUR 2018 ""SPECIAL FINAL IN KYOCERA DOME OSAKA""",spotify:track:5dYjvCegNq6LbwWTzy1xIC,"BLACKPINK ARENA TOUR 2018 ""SPECIAL FINAL IN KYOCERA DOME OSAKA""",spotify:album:1dH4B2bWb5Ys7aszi9KWHA,BLACKPINK,spotify:artist:41MozSoPIsD1dJM0CLPjZF,2019-03-13,41,197800
86,Get Crazy,spotify:track:327sVi6V8bJOLaSmXJTFWR,Excision 2015 Mix Compilation,spotify:album:4k7uM9GitAVXXeGYyHcPdz,Excision,spotify:artist:5FKchcZpQOkqFvXBj1aCvb,2015-09-15,1,233550
87,Shadow,spotify:track:2BjlGwPbbGHveAAmT3PlZT,Prison Playbook (Original Television Soundtrack),spotify:album:3tCFjweSN9O31tInACLoZU,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,2018-01-19,0,128315
88,E.M.M.M,spotify:track:5PjTTxVJyBhXOHsp7wc3OE,Dark Angel,spotify:album:7kJuyUX2RDCkQG3aYSt2LD,Lee Hyori,spotify:artist:4FjoOJAndC0s9ZJUo6VGc5,2006-02-09,12,218906
89,Poker Face,spotify:track:4Tqw9UiG3yM7J80mQupymF,KIDS POP! はじめての洋楽,spotify:album:3JPhUlrKEBSw57ym0dYhvW,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,2020-08-03,1,237160
90,Always Be Around,spotify:track:1TJwaAles8vcDnlVFbRhet,HYENA (Original Television Soundtrack),spotify:album:1ps9C9hsH6eT2W46d9r68D,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,2020-04-11,6,243693
91,선택,spotify:track:4kadhaH1SLZ4VkK4wqNZDA,280KM SPEED,spotify:album:3v28A8eeQlCOnsGZlwsfVI,TURBO,spotify:artist:3aboSJaljyYlTRXt7pEH0G,1995-01-01,12,239922
92,Trampoline,spotify:track:3UPBmKvfNz7ZwVcDrqEEyx,Trending Now,spotify:album:6EVXDgytdruH6iA2R5NU2x,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,2020-06-26,12,185786
93,Apple (feat.Jay Park),spotify:track:13o6TmqhYoAy9V0hnIEpgt,Hawwah,spotify:album:1fghVqJ812j2fqPYrSFd0Q,Gain,spotify:artist:4R60A85t9mTZzCqJlVswuo,2015-03-12,28,183419
94,WHAT CAN I DO - JPN Ver.,spotify:track:0QizuCJtI73N1X5S0MHHg2,SPECIAL FINAL IN DOME MEMORIAL COLLECTION,spotify:album:3FFShzjfqCrHOYsvlkQjxx,BIGBANG,spotify:artist:4Kxlr1PRlDKEB0ekOCyHgX,2012-12-05,13,216426
95,Amor Mio,spotify:track:1a1A8jCSIool6iV5mq2LAs,MONOCHROME,spotify:album:7F16WGgGYtpXj5dSJZwNV0,Lee Hyori,spotify:artist:4FjoOJAndC0s9ZJUo6VGc5,2013-05-21,20,240120
96,Blue Tango,spotify:track:0ne8iXlb6cvE7Jmq5Y0S7Z,내 연애의 모든 것 Original Television Soundtrack,spotify:album:7d9Dq11nBvAhLnFJPb0Unq,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,2013-05-15,0,127073
97,Always,spotify:track:0BkeXkdLt2y5bqo1Npvh4w,Prison Playbook (Original Television Soundtrack),spotify:album:3c742IM9fR727Vt2N3xHtn,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,2018-01-19,13,138370
98,After Summer Day,spotify:track:17wBkVqDECJv4lWwZ2EfWv,"WALKIN', Vol.2",spotify:album:0w3HKEdCt5hUS9TBB8mt3H,PEEJAY,spotify:artist:2cIhUulox4Ad0eXDJcWixY,2017-09-04,19,286170
99,Hymn for the Weekend - Seeb Remix,spotify:track:3PcayZcvG4aEVaB6VIIjzL,Kids Party,spotify:album:5vFMpCfTy6V4Fy9Nu95t0Z,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,2019-12-13,4,212647
100,Left Behind,spotify:track:5jpTjLLxrCU3n7S90ERhdD,Excision 2015 Mix Compilation,spotify:album:4k7uM9GitAVXXeGYyHcPdz,Excision,spotify:artist:5FKchcZpQOkqFvXBj1aCvb,2015-09-15,9,261571
101,Twisted,spotify:track:4mtNg28dAuwbdsaBPvqHps,Show Me the Money 6 Special,spotify:album:1o6BagCie7sU03FJELAlM0,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,2017-09-16,6,213625
102,Pamplona,spotify:track:5Kf97QVm4VLzfpfIyVFOQs,SUMMER PARTY I Classici dell'estate,spotify:album:4LT3sE5V6KqjpKwyPCXWFB,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,2020-06-05,2,224293
103,My Love Affair,spotify:track:3t84zvBvMQkrPfLLr3tkAY,내 연애의 모든 것 Original Television Soundtrack,spotify:album:7d9Dq11nBvAhLnFJPb0Unq,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,2013-05-15,0,142564
